"","date","transmitter_id","rkm","station_name","start_rkm","distance"
"1121",2021-11-05,48474,1.4,1,1.4,0
"1122",2021-11-05,48476,1.4,1,1.4,0
"1123",2021-11-05,48484,1.4,1,1.4,0
"1124",2021-11-05,48468,79.3,4,46.3,33
"1125",2021-11-05,48478,79.3,4,46.3,33
"1126",2021-11-05,48460,232,15,238.9,-6.90000000000001
"1127",2021-11-05,48469,232,15,238.2,-6.19999999999999
"1128",2021-11-05,48491,238.2,16,242.5,-4.30000000000001
"1129",2021-11-06,48474,1.4,1,1.4,0
"1130",2021-11-06,48476,1.4,1,1.4,0
"1131",2021-11-06,48484,1.4,1,1.4,0
"1132",2021-11-06,48468,79.3,4,46.3,33
"1133",2021-11-06,48478,79.3,4,46.3,33
"1134",2021-11-06,48458,232,15,238.2,-6.19999999999999
"1135",2021-11-06,48460,232,15,238.9,-6.90000000000001
"1136",2021-11-06,48469,232,15,238.2,-6.19999999999999
"1137",2021-11-06,48725,232,15,238.9,-6.90000000000001
"1138",2021-11-06,48491,238.2,16,242.5,-4.30000000000001
"1139",2021-11-07,48474,1.4,1,1.4,0
"1140",2021-11-07,48476,1.4,1,1.4,0
"1141",2021-11-07,48484,1.4,1,1.4,0
"1142",2021-11-07,48468,79.3,4,46.3,33
"1143",2021-11-07,48458,232,15,238.2,-6.19999999999999
"1144",2021-11-07,48460,232,15,238.9,-6.90000000000001
"1145",2021-11-07,48469,232,15,238.2,-6.19999999999999
"1146",2021-11-07,48725,232,15,238.9,-6.90000000000001
"1147",2021-11-07,48491,238.2,16,242.5,-4.30000000000001
"1148",2021-11-08,48474,1.4,1,1.4,0
"1149",2021-11-08,48476,1.4,1,1.4,0
"1150",2021-11-08,48484,1.4,1,1.4,0
"1151",2021-11-08,48468,79.3,4,46.3,33
"1152",2021-11-08,48458,232,15,238.2,-6.19999999999999
"1153",2021-11-08,48460,232,15,238.9,-6.90000000000001
"1154",2021-11-08,48469,232,15,238.2,-6.19999999999999
"1155",2021-11-08,48725,232,15,238.9,-6.90000000000001
"1156",2021-11-08,48456,238.2,16,238.9,-0.700000000000017
"1157",2021-11-09,48474,1.4,1,1.4,0
"1158",2021-11-09,48476,1.4,1,1.4,0
"1159",2021-11-09,48484,1.4,1,1.4,0
"1160",2021-11-09,48468,79.3,4,46.3,33
"1161",2021-11-09,48478,79.3,4,46.3,33
"1162",2021-11-09,48458,232,15,238.2,-6.19999999999999
"1163",2021-11-09,48460,232,15,238.9,-6.90000000000001
"1164",2021-11-09,48469,232,15,238.2,-6.19999999999999
"1165",2021-11-09,48491,238.2,16,242.5,-4.30000000000001
"1166",2021-11-09,48728,238.2,16,238.9,-0.700000000000017
"1167",2021-11-10,48474,1.4,1,1.4,0
"1168",2021-11-10,48476,1.4,1,1.4,0
"1169",2021-11-10,48484,1.4,1,1.4,0
"1170",2021-11-10,48468,79.3,4,46.3,33
"1171",2021-11-10,48478,79.3,4,46.3,33
"1172",2021-11-10,48458,232,15,238.2,-6.19999999999999
"1173",2021-11-10,48469,232,15,238.2,-6.19999999999999
"1174",2021-11-10,48491,232,15,242.5,-10.5
"1175",2021-11-11,48474,1.4,1,1.4,0
"1176",2021-11-11,48476,1.4,1,1.4,0
"1177",2021-11-11,48484,1.4,1,1.4,0
"1178",2021-11-11,48468,79.3,4,46.3,33
"1179",2021-11-11,48457,232,15,238.9,-6.90000000000001
"1180",2021-11-11,48458,232,15,238.2,-6.19999999999999
"1181",2021-11-11,48460,232,15,238.9,-6.90000000000001
"1182",2021-11-11,48469,232,15,238.2,-6.19999999999999
"1183",2021-11-11,48491,232,15,242.5,-10.5
"1184",2021-11-11,48725,232,15,238.9,-6.90000000000001
"1185",2021-11-11,48727,232,15,238.9,-6.90000000000001
"1186",2021-11-11,48456,238.2,16,238.9,-0.700000000000017
"1187",2021-11-11,48728,238.2,16,238.9,-0.700000000000017
"1188",2021-11-11,48730,238.2,16,238.9,-0.700000000000017
"1189",2021-11-12,48474,1.4,1,1.4,0
"1190",2021-11-12,48476,1.4,1,1.4,0
"1191",2021-11-12,48484,1.4,1,1.4,0
"1192",2021-11-12,48468,79.3,4,46.3,33
"1193",2021-11-12,48457,232,15,238.9,-6.90000000000001
"1194",2021-11-12,48458,232,15,238.2,-6.19999999999999
"1195",2021-11-12,48460,232,15,238.9,-6.90000000000001
"1196",2021-11-12,48469,232,15,238.2,-6.19999999999999
"1197",2021-11-12,48491,232,15,242.5,-10.5
"1198",2021-11-12,48725,232,15,238.9,-6.90000000000001
"1199",2021-11-12,48727,232,15,238.9,-6.90000000000001
"1200",2021-11-12,48731,232,15,242.5,-10.5
"1201",2021-11-12,48733,232,15,242.5,-10.5
"1202",2021-11-12,48456,238.2,16,238.9,-0.700000000000017
"1203",2021-11-12,48728,238.2,16,238.9,-0.700000000000017
"1204",2021-11-12,48730,238.2,16,238.9,-0.700000000000017
"1205",2021-11-13,48474,1.4,1,1.4,0
"1206",2021-11-13,48476,1.4,1,1.4,0
"1207",2021-11-13,48484,1.4,1,1.4,0
"1208",2021-11-13,48468,79.3,4,46.3,33
"1209",2021-11-13,48457,232,15,238.9,-6.90000000000001
"1210",2021-11-13,48458,232,15,238.2,-6.19999999999999
"1211",2021-11-13,48460,232,15,238.9,-6.90000000000001
"1212",2021-11-13,48469,232,15,238.2,-6.19999999999999
"1213",2021-11-13,48491,232,15,242.5,-10.5
"1214",2021-11-13,48727,232,15,238.9,-6.90000000000001
"1215",2021-11-13,48731,232,15,242.5,-10.5
"1216",2021-11-13,48733,232,15,242.5,-10.5
"1217",2021-11-13,48728,238.2,16,238.9,-0.700000000000017
"1218",2021-11-14,48474,1.4,1,1.4,0
"1219",2021-11-14,48476,1.4,1,1.4,0
"1220",2021-11-14,48484,1.4,1,1.4,0
"1221",2021-11-14,48468,79.3,4,46.3,33
"1222",2021-11-14,48458,232,15,238.2,-6.19999999999999
"1223",2021-11-14,48460,232,15,238.9,-6.90000000000001
"1224",2021-11-14,48469,232,15,238.2,-6.19999999999999
"1225",2021-11-15,48474,1.4,1,1.4,0
"1226",2021-11-15,48476,1.4,1,1.4,0
"1227",2021-11-15,48484,1.4,1,1.4,0
"1228",2021-11-15,48468,79.3,4,46.3,33
"1229",2021-11-15,48457,232,15,238.9,-6.90000000000001
"1230",2021-11-15,48458,232,15,238.2,-6.19999999999999
"1231",2021-11-15,48460,232,15,238.9,-6.90000000000001
"1232",2021-11-15,48469,232,15,238.2,-6.19999999999999
"1233",2021-11-15,48491,232,15,242.5,-10.5
"1234",2021-11-16,48474,1.4,1,1.4,0
"1235",2021-11-16,48476,1.4,1,1.4,0
"1236",2021-11-16,48468,79.3,4,46.3,33
"1237",2021-11-16,48457,232,15,238.9,-6.90000000000001
"1238",2021-11-16,48458,232,15,238.2,-6.19999999999999
"1239",2021-11-16,48460,232,15,238.9,-6.90000000000001
"1240",2021-11-16,48469,232,15,238.2,-6.19999999999999
"1241",2021-11-16,48466,238.2,16,237,1.19999999999999
"1242",2021-11-17,48474,1.4,1,1.4,0
"1243",2021-11-17,48476,1.4,1,1.4,0
"1244",2021-11-17,48468,79.3,4,46.3,33
"1245",2021-11-17,48457,232,15,238.9,-6.90000000000001
"1246",2021-11-17,48458,232,15,238.2,-6.19999999999999
"1247",2021-11-17,48460,232,15,238.9,-6.90000000000001
"1248",2021-11-17,48469,232,15,238.2,-6.19999999999999
"1249",2021-11-17,48491,232,15,242.5,-10.5
"1250",2021-11-18,48474,1.4,1,1.4,0
"1251",2021-11-18,48476,1.4,1,1.4,0
"1252",2021-11-18,48484,1.4,1,1.4,0
"1253",2021-11-18,48468,79.3,4,46.3,33
"1254",2021-11-18,48457,232,15,238.9,-6.90000000000001
"1255",2021-11-18,48458,232,15,238.2,-6.19999999999999
"1256",2021-11-18,48460,232,15,238.9,-6.90000000000001
"1257",2021-11-18,48469,232,15,238.2,-6.19999999999999
"1258",2021-11-18,48491,232,15,242.5,-10.5
"1259",2021-11-18,48725,232,15,238.9,-6.90000000000001
"1260",2021-11-18,48727,232,15,238.9,-6.90000000000001
"1261",2021-11-18,48456,238.2,16,238.9,-0.700000000000017
"1262",2021-11-18,48466,238.2,16,237,1.19999999999999
"1263",2021-11-19,48474,1.4,1,1.4,0
"1264",2021-11-19,48476,1.4,1,1.4,0
"1265",2021-11-19,48484,1.4,1,1.4,0
"1266",2021-11-19,48468,79.3,4,46.3,33
"1267",2021-11-19,48457,232,15,238.9,-6.90000000000001
"1268",2021-11-19,48458,232,15,238.2,-6.19999999999999
"1269",2021-11-19,48460,232,15,238.9,-6.90000000000001
"1270",2021-11-19,48469,232,15,238.2,-6.19999999999999
"1271",2021-11-19,48491,232,15,242.5,-10.5
"1272",2021-11-19,48725,232,15,238.9,-6.90000000000001
"1273",2021-11-19,48456,238.2,16,238.9,-0.700000000000017
"1274",2021-11-20,48474,1.4,1,1.4,0
"1275",2021-11-20,48476,1.4,1,1.4,0
"1276",2021-11-20,48484,1.4,1,1.4,0
"1277",2021-11-20,48468,79.3,4,46.3,33
"1278",2021-11-20,48457,232,15,238.9,-6.90000000000001
"1279",2021-11-20,48458,232,15,238.2,-6.19999999999999
"1280",2021-11-20,48460,232,15,238.9,-6.90000000000001
"1281",2021-11-20,48469,232,15,238.2,-6.19999999999999
"1282",2021-11-20,48491,232,15,242.5,-10.5
"1283",2021-11-20,48725,232,15,238.9,-6.90000000000001
"1284",2021-11-20,48456,238.2,16,238.9,-0.700000000000017
"1285",2021-11-21,48474,1.4,1,1.4,0
"1286",2021-11-21,48476,1.4,1,1.4,0
"1287",2021-11-21,48484,1.4,1,1.4,0
"1288",2021-11-21,48468,79.3,4,46.3,33
"1289",2021-11-21,48457,232,15,238.9,-6.90000000000001
"1290",2021-11-21,48458,232,15,238.2,-6.19999999999999
"1291",2021-11-21,48460,232,15,238.9,-6.90000000000001
"1292",2021-11-21,48469,232,15,238.2,-6.19999999999999
"1293",2021-11-21,48491,232,15,242.5,-10.5
"1294",2021-11-21,48725,232,15,238.9,-6.90000000000001
"1295",2021-11-21,48456,238.2,16,238.9,-0.700000000000017
"1296",2021-11-22,48474,1.4,1,1.4,0
"1297",2021-11-22,48476,1.4,1,1.4,0
"1298",2021-11-22,48484,1.4,1,1.4,0
"1299",2021-11-22,48468,79.3,4,46.3,33
"1300",2021-11-22,48453,232,15,242.5,-10.5
"1301",2021-11-22,48457,232,15,238.9,-6.90000000000001
"1302",2021-11-22,48458,232,15,238.2,-6.19999999999999
"1303",2021-11-22,48460,232,15,238.9,-6.90000000000001
"1304",2021-11-22,48469,232,15,238.2,-6.19999999999999
"1305",2021-11-22,48491,232,15,242.5,-10.5
"1306",2021-11-22,48725,232,15,238.9,-6.90000000000001
"1307",2021-11-22,48456,238.2,16,238.9,-0.700000000000017
"1308",2021-11-22,48727,238.2,16,238.9,-0.700000000000017
"1309",2021-11-23,48474,1.4,1,1.4,0
"1310",2021-11-23,48476,1.4,1,1.4,0
"1311",2021-11-23,48484,1.4,1,1.4,0
"1312",2021-11-23,48468,79.3,4,46.3,33
"1313",2021-11-23,48453,232,15,242.5,-10.5
"1314",2021-11-23,48458,232,15,238.2,-6.19999999999999
"1315",2021-11-23,48460,232,15,238.9,-6.90000000000001
"1316",2021-11-23,48469,232,15,238.2,-6.19999999999999
"1317",2021-11-23,48491,232,15,242.5,-10.5
"1318",2021-11-23,48725,232,15,238.9,-6.90000000000001
"1319",2021-11-23,48456,238.2,16,238.9,-0.700000000000017
"1320",2021-11-23,48727,238.2,16,238.9,-0.700000000000017
"1321",2021-11-24,48474,1.4,1,1.4,0
"1322",2021-11-24,48476,1.4,1,1.4,0
"1323",2021-11-24,48484,1.4,1,1.4,0
"1324",2021-11-24,48468,79.3,4,46.3,33
"1325",2021-11-24,48453,232,15,242.5,-10.5
"1326",2021-11-24,48458,232,15,238.2,-6.19999999999999
"1327",2021-11-24,48460,232,15,238.9,-6.90000000000001
"1328",2021-11-24,48469,232,15,238.2,-6.19999999999999
"1329",2021-11-24,48725,232,15,238.9,-6.90000000000001
"1330",2021-11-24,48456,238.2,16,238.9,-0.700000000000017
"1331",2021-11-25,48474,1.4,1,1.4,0
"1332",2021-11-25,48476,1.4,1,1.4,0
"1333",2021-11-25,48484,1.4,1,1.4,0
"1334",2021-11-25,48468,79.3,4,46.3,33
"1335",2021-11-25,48453,232,15,242.5,-10.5
"1336",2021-11-25,48457,232,15,238.9,-6.90000000000001
"1337",2021-11-25,48458,232,15,238.2,-6.19999999999999
"1338",2021-11-25,48460,232,15,238.9,-6.90000000000001
"1339",2021-11-25,48469,232,15,238.2,-6.19999999999999
"1340",2021-11-25,48491,232,15,242.5,-10.5
"1341",2021-11-25,48725,232,15,238.9,-6.90000000000001
"1342",2021-11-25,48731,232,15,242.5,-10.5
"1343",2021-11-25,48456,238.2,16,238.9,-0.700000000000017
"1344",2021-11-25,48727,238.2,16,238.9,-0.700000000000017
"1345",2021-11-26,48474,1.4,1,1.4,0
"1346",2021-11-26,48476,1.4,1,1.4,0
"1347",2021-11-26,48484,1.4,1,1.4,0
"1348",2021-11-26,48468,79.3,4,46.3,33
"1349",2021-11-26,48453,232,15,242.5,-10.5
"1350",2021-11-26,48457,232,15,238.9,-6.90000000000001
"1351",2021-11-26,48458,232,15,238.2,-6.19999999999999
"1352",2021-11-26,48460,232,15,238.9,-6.90000000000001
"1353",2021-11-26,48469,232,15,238.2,-6.19999999999999
"1354",2021-11-26,48725,232,15,238.9,-6.90000000000001
"1355",2021-11-26,48732,232,15,238.9,-6.90000000000001
"1356",2021-11-26,48456,238.2,16,238.9,-0.700000000000017
"1357",2021-11-27,48474,1.4,1,1.4,0
"1358",2021-11-27,48476,1.4,1,1.4,0
"1359",2021-11-27,48484,1.4,1,1.4,0
"1360",2021-11-27,48468,79.3,4,46.3,33
"1361",2021-11-27,48458,232,15,238.2,-6.19999999999999
"1362",2021-11-27,48460,232,15,238.9,-6.90000000000001
"1363",2021-11-27,48469,232,15,238.2,-6.19999999999999
"1364",2021-11-27,48725,232,15,238.9,-6.90000000000001
"1365",2021-11-27,48732,232,15,238.9,-6.90000000000001
"1366",2021-11-27,48456,238.2,16,238.9,-0.700000000000017
"1367",2021-11-28,48474,1.4,1,1.4,0
"1368",2021-11-28,48476,1.4,1,1.4,0
"1369",2021-11-28,48485,1.4,1,3.6,-2.2
"1370",2021-11-28,48468,79.3,4,46.3,33
"1371",2021-11-28,48453,232,15,242.5,-10.5
"1372",2021-11-28,48458,232,15,238.2,-6.19999999999999
"1373",2021-11-28,48460,232,15,238.9,-6.90000000000001
"1374",2021-11-28,48469,232,15,238.2,-6.19999999999999
"1375",2021-11-28,48725,232,15,238.9,-6.90000000000001
"1376",2021-11-28,48731,232,15,242.5,-10.5
"1377",2021-11-28,48732,232,15,238.9,-6.90000000000001
"1378",2021-11-28,48733,232,15,242.5,-10.5
"1379",2021-11-28,48456,238.2,16,238.9,-0.700000000000017
"1380",2021-11-29,48474,1.4,1,1.4,0
"1381",2021-11-29,48476,1.4,1,1.4,0
"1382",2021-11-29,48485,1.4,1,3.6,-2.2
"1383",2021-11-29,48468,79.3,4,46.3,33
"1384",2021-11-29,48458,232,15,238.2,-6.19999999999999
"1385",2021-11-29,48460,232,15,238.9,-6.90000000000001
"1386",2021-11-29,48469,232,15,238.2,-6.19999999999999
"1387",2021-11-29,48725,232,15,238.9,-6.90000000000001
"1388",2021-11-29,48732,232,15,238.9,-6.90000000000001
"1389",2021-11-29,48456,238.2,16,238.9,-0.700000000000017
"1390",2021-11-30,48474,1.4,1,1.4,0
"1391",2021-11-30,48476,1.4,1,1.4,0
"1392",2021-11-30,48468,79.3,4,46.3,33
"1393",2021-11-30,48453,232,15,242.5,-10.5
"1394",2021-11-30,48458,232,15,238.2,-6.19999999999999
"1395",2021-11-30,48460,232,15,238.9,-6.90000000000001
"1396",2021-11-30,48469,232,15,238.2,-6.19999999999999
"1397",2021-11-30,48725,232,15,238.9,-6.90000000000001
"1398",2021-11-30,48732,232,15,238.9,-6.90000000000001
"1399",2021-11-30,48456,238.2,16,238.9,-0.700000000000017
"1400",2021-12-01,48474,1.4,1,1.4,0
"1401",2021-12-01,48476,1.4,1,1.4,0
"1402",2021-12-01,48468,79.3,4,46.3,33
"1403",2021-12-01,48458,232,15,238.2,-6.19999999999999
"1404",2021-12-01,48460,232,15,238.9,-6.90000000000001
"1405",2021-12-01,48469,232,15,238.2,-6.19999999999999
"1406",2021-12-01,48725,232,15,238.9,-6.90000000000001
"1407",2021-12-01,48732,232,15,238.9,-6.90000000000001
"1408",2021-12-01,48456,238.2,16,238.9,-0.700000000000017
"1409",2021-12-02,48474,1.4,1,1.4,0
"1410",2021-12-02,48476,1.4,1,1.4,0
"1411",2021-12-02,48468,79.3,4,46.3,33
"1412",2021-12-02,48458,232,15,238.2,-6.19999999999999
"1413",2021-12-02,48460,232,15,238.9,-6.90000000000001
"1414",2021-12-02,48491,232,15,242.5,-10.5
"1415",2021-12-02,48725,232,15,238.9,-6.90000000000001
"1416",2021-12-02,48732,232,15,238.9,-6.90000000000001
"1417",2021-12-02,48733,232,15,242.5,-10.5
"1418",2021-12-02,48456,238.2,16,238.9,-0.700000000000017
"1419",2021-12-02,48727,238.2,16,238.9,-0.700000000000017
"1420",2021-12-03,48474,1.4,1,1.4,0
"1421",2021-12-03,48476,1.4,1,1.4,0
"1422",2021-12-03,48468,79.3,4,46.3,33
"1423",2021-12-03,48457,232,15,238.9,-6.90000000000001
"1424",2021-12-03,48458,232,15,238.2,-6.19999999999999
"1425",2021-12-03,48460,232,15,238.9,-6.90000000000001
"1426",2021-12-03,48491,232,15,242.5,-10.5
"1427",2021-12-03,48725,232,15,238.9,-6.90000000000001
"1428",2021-12-03,48733,232,15,242.5,-10.5
"1429",2021-12-03,48456,238.2,16,238.9,-0.700000000000017
"1430",2021-12-04,48474,1.4,1,1.4,0
"1431",2021-12-04,48476,1.4,1,1.4,0
"1432",2021-12-04,48468,79.3,4,46.3,33
"1433",2021-12-04,48458,232,15,238.2,-6.19999999999999
"1434",2021-12-04,48460,232,15,238.9,-6.90000000000001
"1435",2021-12-04,48469,232,15,238.2,-6.19999999999999
"1436",2021-12-04,48725,232,15,238.9,-6.90000000000001
"1437",2021-12-04,48733,232,15,242.5,-10.5
"1438",2021-12-04,48456,238.2,16,238.9,-0.700000000000017
"1439",2021-12-05,48474,1.4,1,1.4,0
"1440",2021-12-05,48476,1.4,1,1.4,0
"1441",2021-12-05,48468,79.3,4,46.3,33
"1442",2021-12-05,48453,232,15,242.5,-10.5
"1443",2021-12-05,48457,232,15,238.9,-6.90000000000001
"1444",2021-12-05,48458,232,15,238.2,-6.19999999999999
"1445",2021-12-05,48460,232,15,238.9,-6.90000000000001
"1446",2021-12-05,48469,232,15,238.2,-6.19999999999999
"1447",2021-12-05,48725,232,15,238.9,-6.90000000000001
"1448",2021-12-05,48731,232,15,242.5,-10.5
"1449",2021-12-05,48733,232,15,242.5,-10.5
"1450",2021-12-05,48456,238.2,16,238.9,-0.700000000000017
"1451",2021-12-06,48474,1.4,1,1.4,0
"1452",2021-12-06,48476,1.4,1,1.4,0
"1453",2021-12-06,48484,1.4,1,1.4,0
"1454",2021-12-06,48468,79.3,4,46.3,33
"1455",2021-12-06,48453,232,15,242.5,-10.5
"1456",2021-12-06,48457,232,15,238.9,-6.90000000000001
"1457",2021-12-06,48458,232,15,238.2,-6.19999999999999
"1458",2021-12-06,48460,232,15,238.9,-6.90000000000001
"1459",2021-12-06,48469,232,15,238.2,-6.19999999999999
"1460",2021-12-06,48725,232,15,238.9,-6.90000000000001
"1461",2021-12-06,48727,232,15,238.9,-6.90000000000001
"1462",2021-12-06,48731,232,15,242.5,-10.5
"1463",2021-12-06,48733,232,15,242.5,-10.5
"1464",2021-12-06,48456,238.2,16,238.9,-0.700000000000017
"1465",2021-12-06,48728,238.2,16,238.9,-0.700000000000017
"1466",2021-12-07,48474,1.4,1,1.4,0
"1467",2021-12-07,48476,1.4,1,1.4,0
"1468",2021-12-07,48484,1.4,1,1.4,0
"1469",2021-12-07,48468,79.3,4,46.3,33
"1470",2021-12-07,48453,232,15,242.5,-10.5
"1471",2021-12-07,48457,232,15,238.9,-6.90000000000001
"1472",2021-12-07,48458,232,15,238.2,-6.19999999999999
"1473",2021-12-07,48460,232,15,238.9,-6.90000000000001
"1474",2021-12-07,48469,232,15,238.2,-6.19999999999999
"1475",2021-12-07,48725,232,15,238.9,-6.90000000000001
"1476",2021-12-07,48456,238.2,16,238.9,-0.700000000000017
"1477",2021-12-07,48728,238.2,16,238.9,-0.700000000000017
"1478",2021-12-08,48474,1.4,1,1.4,0
"1479",2021-12-08,48476,1.4,1,1.4,0
"1480",2021-12-08,48484,1.4,1,1.4,0
"1481",2021-12-08,48468,79.3,4,46.3,33
"1482",2021-12-08,48453,232,15,242.5,-10.5
"1483",2021-12-08,48457,232,15,238.9,-6.90000000000001
"1484",2021-12-08,48458,232,15,238.2,-6.19999999999999
"1485",2021-12-08,48460,232,15,238.9,-6.90000000000001
"1486",2021-12-08,48469,232,15,238.2,-6.19999999999999
"1487",2021-12-08,48725,232,15,238.9,-6.90000000000001
"1488",2021-12-08,48456,238.2,16,238.9,-0.700000000000017
"1489",2021-12-08,48728,238.2,16,238.9,-0.700000000000017
"1490",2021-12-09,48474,1.4,1,1.4,0
"1491",2021-12-09,48476,1.4,1,1.4,0
"1492",2021-12-09,48468,79.3,4,46.3,33
"1493",2021-12-09,48453,232,15,242.5,-10.5
"1494",2021-12-09,48458,232,15,238.2,-6.19999999999999
"1495",2021-12-09,48460,232,15,238.9,-6.90000000000001
"1496",2021-12-09,48469,232,15,238.2,-6.19999999999999
"1497",2021-12-09,48725,232,15,238.9,-6.90000000000001
"1498",2021-12-09,48731,232,15,242.5,-10.5
"1499",2021-12-09,48456,238.2,16,238.9,-0.700000000000017
"1500",2021-12-09,48728,238.2,16,238.9,-0.700000000000017
"1501",2021-12-10,48474,1.4,1,1.4,0
"1502",2021-12-10,48476,1.4,1,1.4,0
"1503",2021-12-10,48468,79.3,4,46.3,33
"1504",2021-12-10,48453,232,15,242.5,-10.5
"1505",2021-12-10,48458,232,15,238.2,-6.19999999999999
"1506",2021-12-10,48460,232,15,238.9,-6.90000000000001
"1507",2021-12-10,48469,232,15,238.2,-6.19999999999999
"1508",2021-12-10,48725,232,15,238.9,-6.90000000000001
"1509",2021-12-10,48731,232,15,242.5,-10.5
"1510",2021-12-10,48456,238.2,16,238.9,-0.700000000000017
"1511",2021-12-10,48728,238.2,16,238.9,-0.700000000000017
"1512",2021-12-11,48474,1.4,1,1.4,0
"1513",2021-12-11,48476,1.4,1,1.4,0
"1514",2021-12-11,48484,1.4,1,1.4,0
"1515",2021-12-11,48468,79.3,4,46.3,33
"1516",2021-12-11,48453,232,15,242.5,-10.5
"1517",2021-12-11,48458,232,15,238.2,-6.19999999999999
"1518",2021-12-11,48460,232,15,238.9,-6.90000000000001
"1519",2021-12-11,48469,232,15,238.2,-6.19999999999999
"1520",2021-12-11,48725,232,15,238.9,-6.90000000000001
"1521",2021-12-11,48731,232,15,242.5,-10.5
"1522",2021-12-11,48456,238.2,16,238.9,-0.700000000000017
"1523",2021-12-11,48728,238.2,16,238.9,-0.700000000000017
"1524",2021-12-12,48474,1.4,1,1.4,0
"1525",2021-12-12,48476,1.4,1,1.4,0
"1526",2021-12-12,48484,1.4,1,1.4,0
"1527",2021-12-12,48468,79.3,4,46.3,33
"1528",2021-12-12,48453,232,15,242.5,-10.5
"1529",2021-12-12,48458,232,15,238.2,-6.19999999999999
"1530",2021-12-12,48460,232,15,238.9,-6.90000000000001
"1531",2021-12-12,48469,232,15,238.2,-6.19999999999999
"1532",2021-12-12,48725,232,15,238.9,-6.90000000000001
"1533",2021-12-12,48731,232,15,242.5,-10.5
"1534",2021-12-12,48456,238.2,16,238.9,-0.700000000000017
"1535",2021-12-12,48728,238.2,16,238.9,-0.700000000000017
"1536",2021-12-13,48474,1.4,1,1.4,0
"1537",2021-12-13,48476,1.4,1,1.4,0
"1538",2021-12-13,48484,1.4,1,1.4,0
"1539",2021-12-13,48468,79.3,4,46.3,33
"1540",2021-12-13,48453,232,15,242.5,-10.5
"1541",2021-12-13,48458,232,15,238.2,-6.19999999999999
"1542",2021-12-13,48460,232,15,238.9,-6.90000000000001
"1543",2021-12-13,48469,232,15,238.2,-6.19999999999999
"1544",2021-12-13,48725,232,15,238.9,-6.90000000000001
"1545",2021-12-13,48731,232,15,242.5,-10.5
"1546",2021-12-13,48456,238.2,16,238.9,-0.700000000000017
"1547",2021-12-13,48728,238.2,16,238.9,-0.700000000000017
"1548",2021-12-14,48474,1.4,1,1.4,0
"1549",2021-12-14,48476,1.4,1,1.4,0
"1550",2021-12-14,48484,1.4,1,1.4,0
"1551",2021-12-14,48468,79.3,4,46.3,33
"1552",2021-12-14,48453,232,15,242.5,-10.5
"1553",2021-12-14,48458,232,15,238.2,-6.19999999999999
"1554",2021-12-14,48460,232,15,238.9,-6.90000000000001
"1555",2021-12-14,48469,232,15,238.2,-6.19999999999999
"1556",2021-12-14,48725,232,15,238.9,-6.90000000000001
"1557",2021-12-14,48731,232,15,242.5,-10.5
"1558",2021-12-14,48456,238.2,16,238.9,-0.700000000000017
"1559",2021-12-14,48728,238.2,16,238.9,-0.700000000000017
"1560",2021-12-15,48474,1.4,1,1.4,0
"1561",2021-12-15,48476,1.4,1,1.4,0
"1562",2021-12-15,48484,1.4,1,1.4,0
"1563",2021-12-15,48468,79.3,4,46.3,33
"1564",2021-12-15,48453,232,15,242.5,-10.5
"1565",2021-12-15,48458,232,15,238.2,-6.19999999999999
"1566",2021-12-15,48460,232,15,238.9,-6.90000000000001
"1567",2021-12-15,48469,232,15,238.2,-6.19999999999999
"1568",2021-12-15,48725,232,15,238.9,-6.90000000000001
"1569",2021-12-15,48731,232,15,242.5,-10.5
"1570",2021-12-15,48456,238.2,16,238.9,-0.700000000000017
"1571",2021-12-15,48728,238.2,16,238.9,-0.700000000000017
"1572",2021-12-16,48474,1.4,1,1.4,0
"1573",2021-12-16,48476,1.4,1,1.4,0
"1574",2021-12-16,48468,79.3,4,46.3,33
"1575",2021-12-16,48453,232,15,242.5,-10.5
"1576",2021-12-16,48458,232,15,238.2,-6.19999999999999
"1577",2021-12-16,48460,232,15,238.9,-6.90000000000001
"1578",2021-12-16,48469,232,15,238.2,-6.19999999999999
"1579",2021-12-16,48491,232,15,242.5,-10.5
"1580",2021-12-16,48725,232,15,238.9,-6.90000000000001
"1581",2021-12-16,48731,232,15,242.5,-10.5
"1582",2021-12-16,48456,238.2,16,238.9,-0.700000000000017
"1583",2021-12-16,48728,238.2,16,238.9,-0.700000000000017
"1584",2021-12-17,48474,1.4,1,1.4,0
"1585",2021-12-17,48476,1.4,1,1.4,0
"1586",2021-12-17,48484,1.4,1,1.4,0
"1587",2021-12-17,48468,79.3,4,46.3,33
"1588",2021-12-17,48458,232,15,238.2,-6.19999999999999
"1589",2021-12-17,48460,232,15,238.9,-6.90000000000001
"1590",2021-12-17,48469,232,15,238.2,-6.19999999999999
"1591",2021-12-17,48725,232,15,238.9,-6.90000000000001
"1592",2021-12-17,48731,232,15,242.5,-10.5
"1593",2021-12-17,48733,232,15,242.5,-10.5
"1594",2021-12-17,48456,238.2,16,238.9,-0.700000000000017
"1595",2021-12-17,48728,238.2,16,238.9,-0.700000000000017
"1596",2021-12-18,48474,1.4,1,1.4,0
"1597",2021-12-18,48476,1.4,1,1.4,0
"1598",2021-12-18,48484,1.4,1,1.4,0
"1599",2021-12-18,48468,79.3,4,46.3,33
"1600",2021-12-18,48458,232,15,238.2,-6.19999999999999
"1601",2021-12-18,48460,232,15,238.9,-6.90000000000001
